summonerName,team,teamId,gameId,games,championName,key,Win,lose,kills,assists,deaths,killsT,assistsT,deathsT,kda,ban,Avg BT,wR,Presence
Chasy,MAD,Blue,2769231.0,21,Gnar,150,14.0,7.0,0.0,2.0,3.0,42.0,99.0,43.0,3.2790697674418605,1.0,4.0,0.6666666666666666,41.509433962264154
Oscarinin,FNC,Red,2775428.0,21,Gnar,150,14.0,7.0,0.0,0.0,4.0,42.0,99.0,43.0,3.2790697674418605,1.0,2.0,0.6666666666666666,41.509433962264154
Szygenda,KOI,Blue,2768877.0,21,Gnar,150,14.0,7.0,1.0,8.0,1.0,42.0,99.0,43.0,3.2790697674418605,1.0,3.0,0.6666666666666666,41.509433962264154
Chasy,MAD,Red,2776059.0,21,Gnar,150,14.0,7.0,2.0,3.0,3.0,42.0,99.0,43.0,3.2790697674418605,1.0,6.0,0.6666666666666666,41.509433962264154
BrokenBlade,G2,Blue,2768861.0,21,Gnar,150,14.0,7.0,3.0,5.0,2.0,42.0,99.0,43.0,3.2790697674418605,1.0,3.0,0.6666666666666666,41.509433962264154
Photon,VIT,Blue,2768430.0,21,Gnar,150,14.0,7.0,2.0,5.0,3.0,42.0,99.0,43.0,3.2790697674418605,1.0,4.0,0.6666666666666666,41.509433962264154
Szygenda,KOI,Red,2773972.0,21,Gnar,150,14.0,7.0,1.0,2.0,4.0,42.0,99.0,43.0,3.2790697674418605,1.0,6.0,0.6666666666666666,41.509433962264154
Chasy,MAD,Red,2774857.0,21,Gnar,150,14.0,7.0,3.0,9.0,2.0,42.0,99.0,43.0,3.2790697674418605,1.0,1.0,0.6666666666666666,41.509433962264154
Irrelevant,SK,Red,2775434.0,21,Gnar,150,14.0,7.0,2.0,9.0,0.0,42.0,99.0,43.0,3.2790697674418605,1.0,2.0,0.6666666666666666,41.509433962264154
Irrelevant,SK,Blue,2767120.0,21,Gnar,150,14.0,7.0,3.0,1.0,3.0,42.0,99.0,43.0,3.2790697674418605,1.0,4.0,0.6666666666666666,41.509433962264154
Odoamne,XL,Red,2773618.0,19,Gragas,79,8.0,11.0,2.0,1.0,4.0,47.0,100.0,42.0,3.5,1.0,2.0,0.42105263157894735,37.735849056603776
Labrov,BDS,Blue,2775495.0,18,Lulu,117,8.0,10.0,0.0,15.0,1.0,7.0,143.0,52.0,2.8846153846153846,2.0,,0.4444444444444444,37.735849056603776
Hylissang,MAD,Red,2768870.0,18,Lulu,117,8.0,10.0,1.0,3.0,3.0,7.0,143.0,52.0,2.8846153846153846,2.0,,0.4444444444444444,37.735849056603776
Doss,SK,Red,2774885.0,18,Lulu,117,8.0,10.0,0.0,4.0,3.0,7.0,143.0,52.0,2.8846153846153846,2.0,4.0,0.4444444444444444,37.735849056603776
Labrov,BDS,Red,2778032.0,18,Lulu,117,8.0,10.0,0.0,10.0,3.0,7.0,143.0,52.0,2.8846153846153846,2.0,5.0,0.4444444444444444,37.735849056603776
Doss,SK,Red,2768513.0,18,Lulu,117,8.0,10.0,2.0,6.0,1.0,7.0,143.0,52.0,2.8846153846153846,2.0,,0.4444444444444444,37.735849056603776
Mikyx,G2,Red,2769446.0,18,Lulu,117,8.0,10.0,2.0,7.0,2.0,7.0,143.0,52.0,2.8846153846153846,2.0,,0.4444444444444444,37.735849056603776
Hylissang,MAD,Red,2775881.0,18,Lulu,117,8.0,10.0,0.0,5.0,4.0,7.0,143.0,52.0,2.8846153846153846,2.0,6.0,0.4444444444444444,37.735849056603776
Kaiser,VIT,Blue,2778069.0,18,Lulu,117,8.0,10.0,0.0,18.0,0.0,7.0,143.0,52.0,2.8846153846153846,2.0,5.0,0.4444444444444444,37.735849056603776
Hylissang,MAD,Blue,2767440.0,18,Lulu,117,8.0,10.0,0.0,12.0,1.0,7.0,143.0,52.0,2.8846153846153846,2.0,,0.4444444444444444,37.735849056603776
LIMIT,XL,Blue,2773941.0,18,Lulu,117,8.0,10.0,0.0,0.0,1.0,7.0,143.0,52.0,2.8846153846153846,2.0,6.0,0.4444444444444444,37.735849056603776
Kaiser,VIT,Red,2775908.0,18,Lulu,117,8.0,10.0,0.0,3.0,4.0,7.0,143.0,52.0,2.8846153846153846,2.0,6.0,0.4444444444444444,37.735849056603776
Trymbi,KOI,Blue,2777051.0,18,Lulu,117,8.0,10.0,1.0,11.0,3.0,7.0,143.0,52.0,2.8846153846153846,2.0,5.0,0.4444444444444444,37.735849056603776
Mersa,TH,Blue,2774934.0,18,Lulu,117,8.0,10.0,0.0,12.0,5.0,7.0,143.0,52.0,2.8846153846153846,2.0,6.0,0.4444444444444444,37.735849056603776
BrokenBlade,G2,Blue,2775460.0,19,Gragas,79,8.0,11.0,4.0,4.0,2.0,47.0,100.0,42.0,3.5,1.0,2.0,0.42105263157894735,37.735849056603776
nuc,BDS,Blue,2775434.0,19,Gragas,79,8.0,11.0,0.0,1.0,2.0,47.0,100.0,42.0,3.5,1.0,2.0,0.42105263157894735,37.735849056603776
Xerxe,XL,Blue,2775428.0,19,Gragas,79,8.0,11.0,1.0,5.0,0.0,47.0,100.0,42.0,3.5,1.0,2.0,0.42105263157894735,37.735849056603776
Labrov,BDS,Blue,2773965.0,18,Lulu,117,8.0,10.0,0.0,7.0,4.0,7.0,143.0,52.0,2.8846153846153846,2.0,5.0,0.4444444444444444,37.735849056603776
Doss,SK,Red,2777089.0,18,Lulu,117,8.0,10.0,0.0,6.0,7.0,7.0,143.0,52.0,2.8846153846153846,2.0,5.0,0.4444444444444444,37.735849056603776
Evi,TH,Blue,2774603.0,19,Gragas,79,8.0,11.0,1.0,2.0,2.0,47.0,100.0,42.0,3.5,1.0,3.0,0.42105263157894735,37.735849056603776
BrokenBlade,G2,Red,2773965.0,19,Gragas,79,8.0,11.0,4.0,10.0,0.0,47.0,100.0,42.0,3.5,1.0,4.0,0.42105263157894735,37.735849056603776
Bo,VIT,Blue,2773449.0,19,Gragas,79,8.0,11.0,4.0,9.0,0.0,47.0,100.0,42.0,3.5,1.0,2.0,0.42105263157894735,37.735849056603776
Wunder,FNC,Red,2767214.0,19,Gragas,79,8.0,11.0,1.0,10.0,4.0,47.0,100.0,42.0,3.5,1.0,,0.42105263157894735,37.735849056603776
Bo,VIT,Red,2775908.0,19,Gragas,79,8.0,11.0,0.0,3.0,6.0,47.0,100.0,42.0,3.5,1.0,1.0,0.42105263157894735,37.735849056603776
Larssen,KOI,Red,2773457.0,19,Gragas,79,8.0,11.0,0.0,3.0,1.0,47.0,100.0,42.0,3.5,1.0,2.0,0.42105263157894735,37.735849056603776
Perkz,VIT,Blue,2778032.0,19,Gragas,79,8.0,11.0,0.0,6.0,3.0,47.0,100.0,42.0,3.5,1.0,4.0,0.42105263157894735,37.735849056603776
Wunder,FNC,Blue,2768870.0,19,Gragas,79,8.0,11.0,0.0,3.0,3.0,47.0,100.0,42.0,3.5,1.0,1.0,0.42105263157894735,37.735849056603776
Wunder,FNC,Red,2767108.0,19,Gragas,79,8.0,11.0,2.0,3.0,3.0,47.0,100.0,42.0,3.5,1.0,,0.42105263157894735,37.735849056603776
Bo,VIT,Red,2773628.0,19,Gragas,79,8.0,11.0,11.0,5.0,0.0,47.0,100.0,42.0,3.5,1.0,2.0,0.42105263157894735,37.735849056603776
Abbedagge,XL,Red,2778084.0,19,Gragas,79,8.0,11.0,0.0,4.0,5.0,47.0,100.0,42.0,3.5,1.0,1.0,0.42105263157894735,37.735849056603776
Hylissang,MAD,Blue,2769231.0,18,Lulu,117,8.0,10.0,0.0,7.0,7.0,7.0,143.0,52.0,2.8846153846153846,2.0,,0.4444444444444444,37.735849056603776
Nisqy,MAD,Red,2774857.0,19,Gragas,79,8.0,11.0,5.0,9.0,0.0,47.0,100.0,42.0,3.5,1.0,2.0,0.42105263157894735,37.735849056603776
Photon,VIT,Blue,2768984.0,19,Gragas,79,8.0,11.0,7.0,12.0,3.0,47.0,100.0,42.0,3.5,1.0,2.0,0.42105263157894735,37.735849056603776
Evi,TH,Blue,2777029.0,19,Gragas,79,8.0,11.0,1.0,4.0,3.0,47.0,100.0,42.0,3.5,1.0,4.0,0.42105263157894735,37.735849056603776
Abbedagge,XL,Red,2777051.0,19,Gragas,79,8.0,11.0,4.0,6.0,1.0,47.0,100.0,42.0,3.5,1.0,4.0,0.42105263157894735,37.735849056603776
Mersa,TH,Blue,2767173.0,18,Lulu,117,8.0,10.0,0.0,6.0,3.0,7.0,143.0,52.0,2.8846153846153846,2.0,,0.4444444444444444,37.735849056603776
Trymbi,KOI,Blue,2767939.0,18,Lulu,117,8.0,10.0,1.0,11.0,0.0,7.0,143.0,52.0,2.8846153846153846,2.0,,0.4444444444444444,37.735849056603776
Targamas,XL,Blue,2769509.0,19,Nami,267,7.0,12.0,3.0,11.0,1.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Trymbi,KOI,Blue,2775531.0,19,Nami,267,7.0,12.0,2.0,14.0,5.0,13.0,214.0,45.0,5.044444444444444,0.0,1.0,0.3684210526315789,35.84905660377358
Doss,SK,Red,2769830.0,19,Nami,267,7.0,12.0,1.0,17.0,2.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Mersa,TH,Blue,2768454.0,19,Nami,267,7.0,12.0,0.0,18.0,0.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
JeongHoon,AST,Blue,2769911.0,19,Nami,267,7.0,12.0,0.0,16.0,0.0,13.0,214.0,45.0,5.044444444444444,0.0,1.0,0.3684210526315789,35.84905660377358
Kaiser,VIT,Blue,2778032.0,19,Nami,267,7.0,12.0,1.0,11.0,3.0,13.0,214.0,45.0,5.044444444444444,0.0,1.0,0.3684210526315789,35.84905660377358
Labrov,BDS,Red,2768861.0,19,Nami,267,7.0,12.0,0.0,8.0,6.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Kaiser,VIT,Blue,2774885.0,19,Nami,267,7.0,12.0,1.0,10.0,0.0,13.0,214.0,45.0,5.044444444444444,0.0,1.0,0.3684210526315789,35.84905660377358
Hylissang,MAD,Blue,2768108.0,19,Nami,267,7.0,12.0,0.0,18.0,1.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Trymbi,KOI,Red,2768583.0,19,Nami,267,7.0,12.0,0.0,0.0,4.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Mikyx,G2,Blue,2767567.0,19,Nami,267,7.0,12.0,0.0,4.0,6.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Trymbi,KOI,Blue,2768541.0,19,Nami,267,7.0,12.0,1.0,1.0,0.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Doss,SK,Blue,2777070.0,19,Nami,267,7.0,12.0,0.0,11.0,3.0,13.0,214.0,45.0,5.044444444444444,0.0,1.0,0.3684210526315789,35.84905660377358
JeongHoon,AST,Red,2769531.0,19,Nami,267,7.0,12.0,1.0,18.0,1.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Mersa,TH,Blue,2769501.0,19,Nami,267,7.0,12.0,1.0,1.0,2.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Targamas,XL,Blue,2769151.0,19,Nami,267,7.0,12.0,0.0,10.0,3.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
Kaiser,VIT,Red,2769231.0,19,Nami,267,7.0,12.0,0.0,14.0,1.0,13.0,214.0,45.0,5.044444444444444,0.0,,0.3684210526315789,35.84905660377358
LIMIT,XL,Red,2777051.0,19,Nami,267,7.0,12.0,1.0,11.0,3.0,13.0,214.0,45.0,5.044444444444444,0.0,1.0,0.3684210526315789,35.84905660377358
Labrov,BDS,Blue,2768914.0,19,Nami,267,7.0,12.0,1.0,21.0,4.0,13.0,214.0,45.0,5.044444444444444,0.0,1.0,0.3684210526315789,35.84905660377358
Caps,G2,Blue,2769916.0,14,Jayce,126,7.0,7.0,4.0,9.0,3.0,61.0,67.0,52.0,2.4615384615384617,3.0,5.0,0.5,32.075471698113205
Photon,VIT,Red,2773526.0,14,Jayce,126,7.0,7.0,8.0,4.0,2.0,61.0,67.0,52.0,2.4615384615384617,3.0,1.0,0.5,32.075471698113205
Humanoid,FNC,Red,2767214.0,14,Jayce,126,7.0,7.0,6.0,6.0,1.0,61.0,67.0,52.0,2.4615384615384617,3.0,2.0,0.5,32.075471698113205
Szygenda,KOI,Blue,2775531.0,14,Jayce,126,7.0,7.0,11.0,8.0,3.0,61.0,67.0,52.0,2.4615384615384617,3.0,1.0,0.5,32.075471698113205
Caps,G2,Red,2777070.0,14,Jayce,126,7.0,7.0,3.0,8.0,2.0,61.0,67.0,52.0,2.4615384615384617,3.0,2.0,0.5,32.075471698113205
Chasy,MAD,Blue,2777132.0,14,Jayce,126,7.0,7.0,2.0,3.0,7.0,61.0,67.0,52.0,2.4615384615384617,3.0,3.0,0.5,32.075471698113205
Humanoid,FNC,Blue,2769596.0,12,Ryze,13,5.0,7.0,2.0,11.0,5.0,30.0,74.0,40.0,2.6,5.0,5.0,0.4166666666666667,32.075471698113205
Mersa,TH,Blue,2768924.0,14,Heimerdinger,74,4.0,10.0,7.0,6.0,5.0,22.0,88.0,47.0,2.3404255319148937,3.0,4.0,0.2857142857142857,32.075471698113205
Advienne,FNC,Red,2774534.0,14,Heimerdinger,74,4.0,10.0,1.0,5.0,3.0,22.0,88.0,47.0,2.3404255319148937,3.0,4.0,0.2857142857142857,32.075471698113205
LIDER,AST,Blue,2773457.0,12,Ryze,13,5.0,7.0,1.0,4.0,2.0,30.0,74.0,40.0,2.6,5.0,5.0,0.4166666666666667,32.075471698113205
Abbedagge,XL,Blue,2776067.0,14,Jayce,126,7.0,7.0,4.0,0.0,6.0,61.0,67.0,52.0,2.4615384615384617,3.0,2.0,0.5,32.075471698113205
Humanoid,FNC,Blue,2774880.0,12,Ryze,13,5.0,7.0,3.0,3.0,4.0,30.0,74.0,40.0,2.6,5.0,1.0,0.4166666666666667,32.075471698113205
Dajor,AST,Blue,2768101.0,12,Ryze,13,5.0,7.0,1.0,6.0,6.0,30.0,74.0,40.0,2.6,5.0,3.0,0.4166666666666667,32.075471698113205
Vetheo,XL,Red,2768984.0,12,Ryze,13,5.0,7.0,4.0,13.0,4.0,30.0,74.0,40.0,2.6,5.0,5.0,0.4166666666666667,32.075471698113205
Perkz,VIT,Blue,2767108.0,12,Ryze,13,5.0,7.0,1.0,11.0,4.0,30.0,74.0,40.0,2.6,5.0,2.0,0.4166666666666667,32.075471698113205
Ruby,TH,Red,2775531.0,12,Ryze,13,5.0,7.0,2.0,7.0,4.0,30.0,74.0,40.0,2.6,5.0,5.0,0.4166666666666667,32.075471698113205
Dajor,AST,Blue,2769911.0,12,Ryze,13,5.0,7.0,4.0,7.0,2.0,30.0,74.0,40.0,2.6,5.0,4.0,0.4166666666666667,32.075471698113205
Larssen,KOI,Blue,2768092.0,12,Ryze,13,5.0,7.0,1.0,3.0,2.0,30.0,74.0,40.0,2.6,5.0,3.0,0.4166666666666667,32.075471698113205
Ruby,TH,Red,2775460.0,14,Jayce,126,7.0,7.0,1.0,2.0,5.0,61.0,67.0,52.0,2.4615384615384617,3.0,1.0,0.5,32.075471698113205
Oscarinin,FNC,Blue,2774880.0,14,Jayce,126,7.0,7.0,1.0,5.0,6.0,61.0,67.0,52.0,2.4615384615384617,3.0,1.0,0.5,32.075471698113205
Kaiser,VIT,Blue,2773449.0,14,Heimerdinger,74,4.0,10.0,1.0,14.0,0.0,22.0,88.0,47.0,2.3404255319148937,3.0,6.0,0.2857142857142857,32.075471698113205
Advienne,FNC,Red,2775428.0,14,Heimerdinger,74,4.0,10.0,0.0,1.0,0.0,22.0,88.0,47.0,2.3404255319148937,3.0,6.0,0.2857142857142857,32.075471698113205
Caps,G2,Blue,2768861.0,12,Ryze,13,5.0,7.0,9.0,5.0,0.0,30.0,74.0,40.0,2.6,5.0,6.0,0.4166666666666667,32.075471698113205
Oscarinin,FNC,Red,2777123.0,14,Jayce,126,7.0,7.0,4.0,4.0,6.0,61.0,67.0,52.0,2.4615384615384617,3.0,3.0,0.5,32.075471698113205
LIMIT,XL,Blue,2773526.0,14,Heimerdinger,74,4.0,10.0,1.0,1.0,6.0,22.0,88.0,47.0,2.3404255319148937,3.0,4.0,0.2857142857142857,32.075471698113205
Mersa,TH,Red,2769929.0,14,Heimerdinger,74,4.0,10.0,1.0,3.0,3.0,22.0,88.0,47.0,2.3404255319148937,3.0,4.0,0.2857142857142857,32.075471698113205
Hylissang,MAD,Blue,2777132.0,14,Heimerdinger,74,4.0,10.0,2.0,2.0,8.0,22.0,88.0,47.0,2.3404255319148937,3.0,6.0,0.2857142857142857,32.075471698113205
Mikyx,G2,Red,2775522.0,14,Heimerdinger,74,4.0,10.0,2.0,12.0,6.0,22.0,88.0,47.0,2.3404255319148937,3.0,4.0,0.2857142857142857,32.075471698113205
Labrov,BDS,Red,2768092.0,14,Heimerdinger,74,4.0,10.0,1.0,6.0,3.0,22.0,88.0,47.0,2.3404255319148937,3.0,,0.2857142857142857,32.075471698113205
Mikyx,G2,Red,2773874.0,14,Heimerdinger,74,4.0,10.0,0.0,9.0,3.0,22.0,88.0,47.0,2.3404255319148937,3.0,6.0,0.2857142857142857,32.075471698113205
Labrov,BDS,Red,2767464.0,14,Heimerdinger,74,4.0,10.0,2.0,10.0,0.0,22.0,88.0,47.0,2.3404255319148937,3.0,5.0,0.2857142857142857,32.075471698113205
Mikyx,G2,Red,2767073.0,14,Heimerdinger,74,4.0,10.0,2.0,5.0,5.0,22.0,88.0,47.0,2.3404255319148937,3.0,,0.2857142857142857,32.075471698113205
LIMIT,XL,Blue,2776067.0,14,Heimerdinger,74,4.0,10.0,1.0,3.0,2.0,22.0,88.0,47.0,2.3404255319148937,3.0,6.0,0.2857142857142857,32.075471698113205
Labrov,BDS,Red,2768445.0,14,Heimerdinger,74,4.0,10.0,1.0,11.0,3.0,22.0,88.0,47.0,2.3404255319148937,3.0,4.0,0.2857142857142857,32.075471698113205
Larssen,KOI,Blue,2767214.0,12,Ryze,13,5.0,7.0,0.0,2.0,2.0,30.0,74.0,40.0,2.6,5.0,4.0,0.4166666666666667,32.075471698113205
Caps,G2,Blue,2767567.0,12,Ryze,13,5.0,7.0,2.0,2.0,5.0,30.0,74.0,40.0,2.6,5.0,5.0,0.4166666666666667,32.075471698113205
Photon,VIT,Red,2778117.0,14,Jayce,126,7.0,7.0,3.0,6.0,1.0,61.0,67.0,52.0,2.4615384615384617,3.0,3.0,0.5,32.075471698113205
Vetheo,XL,Blue,2769839.0,14,Jayce,126,7.0,7.0,6.0,2.0,4.0,61.0,67.0,52.0,2.4615384615384617,3.0,1.0,0.5,32.075471698113205
Szygenda,KOI,Red,2774623.0,14,Jayce,126,7.0,7.0,2.0,1.0,3.0,61.0,67.0,52.0,2.4615384615384617,3.0,1.0,0.5,32.075471698113205
Vetheo,XL,Blue,2775881.0,14,Jayce,126,7.0,7.0,6.0,9.0,3.0,61.0,67.0,52.0,2.4615384615384617,3.0,4.0,0.5,32.075471698113205
Sertuss,SK,Blue,2777070.0,15,Akali,84,7.0,8.0,4.0,2.0,4.0,60.0,54.0,39.0,2.923076923076923,1.0,2.0,0.4666666666666667,30.18867924528302
Sertuss,SK,Red,2775434.0,15,Akali,84,7.0,8.0,8.0,3.0,1.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
LIDER,AST,Blue,2774857.0,15,Akali,84,7.0,8.0,0.0,3.0,2.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
nuc,BDS,Blue,2769191.0,15,Akali,84,7.0,8.0,6.0,4.0,3.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
Vetheo,XL,Red,2767440.0,15,Akali,84,7.0,8.0,1.0,5.0,2.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
Sertuss,SK,Red,2773941.0,15,Akali,84,7.0,8.0,3.0,2.0,0.0,60.0,54.0,39.0,2.923076923076923,1.0,6.0,0.4666666666666667,30.18867924528302
Sertuss,SK,Blue,2768899.0,15,Akali,84,7.0,8.0,4.0,5.0,3.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
Nisqy,MAD,Red,2769135.0,15,Akali,84,7.0,8.0,7.0,6.0,1.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
Caps,G2,Red,2769446.0,15,Akali,84,7.0,8.0,4.0,1.0,5.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
nuc,BDS,Red,2767120.0,15,Akali,84,7.0,8.0,7.0,2.0,1.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
Caps,G2,Red,2769159.0,15,Akali,84,7.0,8.0,2.0,6.0,2.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
Sertuss,SK,Blue,2768583.0,15,Akali,84,7.0,8.0,2.0,4.0,1.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
nuc,BDS,Blue,2768914.0,15,Akali,84,7.0,8.0,5.0,8.0,5.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
nuc,BDS,Blue,2773965.0,15,Akali,84,7.0,8.0,3.0,3.0,3.0,60.0,54.0,39.0,2.923076923076923,1.0,6.0,0.4666666666666667,30.18867924528302
Nisqy,MAD,Red,2768575.0,15,Akali,84,7.0,8.0,4.0,0.0,6.0,60.0,54.0,39.0,2.923076923076923,1.0,3.0,0.4666666666666667,30.18867924528302
Crownie,BDS,Blue,2769191.0,10,Caitlyn,51,4.0,6.0,7.0,6.0,1.0,40.0,43.0,19.0,4.368421052631579,5.0,5.0,0.4,28.30188679245283
Patrik,XL,Blue,2773526.0,10,Caitlyn,51,4.0,6.0,2.0,1.0,3.0,40.0,43.0,19.0,4.368421052631579,5.0,5.0,0.4,28.30188679245283
Hans,G2,Red,2775522.0,10,Caitlyn,51,4.0,6.0,8.0,7.0,6.0,40.0,43.0,19.0,4.368421052631579,5.0,2.0,0.4,28.30188679245283
Kobbe,AST,Red,2768209.0,10,Caitlyn,51,4.0,6.0,1.0,1.0,2.0,40.0,43.0,19.0,4.368421052631579,5.0,5.0,0.4,28.30188679245283
Rekkles,FNC,Blue,2774880.0,10,Caitlyn,51,4.0,6.0,2.0,1.0,0.0,40.0,43.0,19.0,4.368421052631579,5.0,3.0,0.4,28.30188679245283
Kobbe,AST,Blue,2767464.0,10,Caitlyn,51,4.0,6.0,3.0,3.0,3.0,40.0,43.0,19.0,4.368421052631579,5.0,1.0,0.4,28.30188679245283
Exakick,SK,Blue,2768966.0,10,Caitlyn,51,4.0,6.0,5.0,6.0,1.0,40.0,43.0,19.0,4.368421052631579,5.0,2.0,0.4,28.30188679245283
Upset,VIT,Blue,2773449.0,10,Caitlyn,51,4.0,6.0,7.0,7.0,0.0,40.0,43.0,19.0,4.368421052631579,5.0,2.0,0.4,28.30188679245283
Markoon,SK,Blue,2773569.0,14,LeeSin,64,5.0,9.0,13.0,4.0,0.0,41.0,82.0,38.0,3.236842105263158,1.0,2.0,0.35714285714285715,28.30188679245283
Crownie,BDS,Red,2767120.0,10,Caitlyn,51,4.0,6.0,3.0,6.0,1.0,40.0,43.0,19.0,4.368421052631579,5.0,1.0,0.4,28.30188679245283
113,AST,Blue,2774857.0,14,LeeSin,64,5.0,9.0,2.0,2.0,5.0,41.0,82.0,38.0,3.236842105263158,1.0,2.0,0.35714285714285715,28.30188679245283
Bo,VIT,Blue,2778032.0,14,LeeSin,64,5.0,9.0,5.0,7.0,3.0,41.0,82.0,38.0,3.236842105263158,1.0,3.0,0.35714285714285715,28.30188679245283
113,AST,Red,2774912.0,14,LeeSin,64,5.0,9.0,2.0,7.0,2.0,41.0,82.0,38.0,3.236842105263158,1.0,3.0,0.35714285714285715,28.30188679245283
Elyoya,MAD,Red,2776059.0,14,LeeSin,64,5.0,9.0,1.0,6.0,2.0,41.0,82.0,38.0,3.236842105263158,1.0,3.0,0.35714285714285715,28.30188679245283
Malrang,KOI,Red,2775898.0,14,LeeSin,64,5.0,9.0,2.0,13.0,2.0,41.0,82.0,38.0,3.236842105263158,1.0,3.0,0.35714285714285715,28.30188679245283
Elyoya,MAD,Blue,2774623.0,14,LeeSin,64,5.0,9.0,3.0,5.0,1.0,41.0,82.0,38.0,3.236842105263158,1.0,2.0,0.35714285714285715,28.30188679245283
Elyoya,MAD,Blue,2777089.0,14,LeeSin,64,5.0,9.0,6.0,15.0,2.0,41.0,82.0,38.0,3.236842105263158,1.0,3.0,0.35714285714285715,28.30188679245283
Elyoya,MAD,Red,2773449.0,14,LeeSin,64,5.0,9.0,2.0,0.0,1.0,41.0,82.0,38.0,3.236842105263158,1.0,,0.35714285714285715,28.30188679245283
Malrang,KOI,Blue,2773874.0,14,LeeSin,64,5.0,9.0,1.0,12.0,4.0,41.0,82.0,38.0,3.236842105263158,1.0,3.0,0.35714285714285715,28.30188679245283
Malrang,KOI,Red,2773457.0,14,LeeSin,64,5.0,9.0,2.0,1.0,2.0,41.0,82.0,38.0,3.236842105263158,1.0,,0.35714285714285715,28.30188679245283
Razork,FNC,Blue,2774880.0,14,LeeSin,64,5.0,9.0,1.0,4.0,6.0,41.0,82.0,38.0,3.236842105263158,1.0,2.0,0.35714285714285715,28.30188679245283
Malrang,KOI,Red,2773972.0,14,LeeSin,64,5.0,9.0,0.0,1.0,5.0,41.0,82.0,38.0,3.236842105263158,1.0,3.0,0.35714285714285715,28.30188679245283
Neon,VIT,Blue,2768430.0,10,Caitlyn,51,4.0,6.0,2.0,5.0,2.0,40.0,43.0,19.0,4.368421052631579,5.0,6.0,0.4,28.30188679245283
Elyoya,MAD,Red,2775881.0,14,LeeSin,64,5.0,9.0,1.0,5.0,3.0,41.0,82.0,38.0,3.236842105263158,1.0,3.0,0.35714285714285715,28.30188679245283
Nisqy,MAD,Blue,2767959.0,12,Viktor,112,8.0,4.0,3.0,8.0,1.0,38.0,74.0,26.0,4.3076923076923075,2.0,2.0,0.6666666666666666,26.41509433962264
nuc,BDS,Blue,2775495.0,12,Viktor,112,8.0,4.0,5.0,10.0,1.0,38.0,74.0,26.0,4.3076923076923075,2.0,2.0,0.6666666666666666,26.41509433962264
Nisqy,MAD,Blue,2769231.0,12,Viktor,112,8.0,4.0,1.0,3.0,4.0,38.0,74.0,26.0,4.3076923076923075,2.0,2.0,0.6666666666666666,26.41509433962264
Finn,AST,Blue,3131863.0,12,Sion,14,6.0,6.0,2.0,6.0,2.0,21.0,72.0,48.0,1.9375,2.0,3.0,0.5,26.41509433962264
Ruby,TH,Blue,2775833.0,12,Viktor,112,8.0,4.0,3.0,9.0,4.0,38.0,74.0,26.0,4.3076923076923075,2.0,3.0,0.6666666666666666,26.41509433962264
nuc,BDS,Red,2774603.0,12,Viktor,112,8.0,4.0,4.0,6.0,2.0,38.0,74.0,26.0,4.3076923076923075,2.0,1.0,0.6666666666666666,26.41509433962264
Odoamne,XL,Blue,2775881.0,12,Sion,14,6.0,6.0,2.0,8.0,2.0,21.0,72.0,48.0,1.9375,2.0,2.0,0.5,26.41509433962264
Vetheo,XL,Red,2768899.0,12,Viktor,112,8.0,4.0,1.0,2.0,2.0,38.0,74.0,26.0,4.3076923076923075,2.0,2.0,0.6666666666666666,26.41509433962264
